sichern,"to secure, safeguard",,,,,,,,,,
die Analyse,analysis,,,,,,,,,,
beachten,"to pay attention, observe (b~)",,,,,,,,,,
die Hochschule,"college, university",,,,,,,,,,
link,left,,,,,,,,,,
die Studie,study,,,,,,,,,,
bereit,ready (b~),,,,,,,,,,
schneiden,to cut,,,,,,,,,,
"der Vorsitzende, die Vorsitzende",chair person,,,,,,,,,,
die Freizeit,spare time,,,,,,,,,,
der Partner,partner,,,,,,,,,,
die Freiheit,freedom,,,,,,,,,,
sowieso,anyway (s~),,,,,,,,,,
die Kritik,"criticism, review",,,,,,,,,,
sich kümmern,"to take care of, be concerned (sich k~)",,,,,,,,,,
die See,sea (S~),,,,,,,,,,
informieren,to inform (i~),,,,,,,,,,
anschließend,"subsequently, afterwards (a~)",,,,,,,,,,
sinken,to sink,,,,,,,,,,
ankündigen,to announce (an~),,,,,,,,,,
aufstehen,"to stand up, get up",,,,,,,,,,
negativ,negative,,,,,,,,,,
per,"by way of, per",,,,,,,,,,
prägen,to shape,,,,,,,,,,
die GmbH,"limited liability company, Ltd",,,,,,,,,,
organisieren,to organize (o~),,,,,,,,,,
nicken,to nod,,,,,,,,,,
der Typ,"type, guy (T~)",,,,,,,,,,
der See,lake,,,,,,,,,,
vermeiden,to avoid (ver~),,,,,,,,,,
leise,"quiet, soft",,,,,,,,,,
gesetzlich,legal (g~),,,,,,,,,,
die Gegend,"area, region (Geg~)",,,,,,,,,,
das Ereignis,event (E~),,,,,,,,,,
der Arbeitsplatz,"workplace, job",,,,,,,,,,
das Objekt,object (O~),,,,,,,,,,
der Sprecher,speaker,,,,,,,,,,
österreichisch,Austrian,,,,,,,,,,
die Verantwortung,responsibility,,,,,,,,,,
verletzen,to injure,,,,,,,,,,
die Fähigkeit,"ability, capability",,,,,,,,,,
beruflich,professional (b~),,,,,,,,,,
"heraus, raus","out, out of",,,,,,,,,,
empfehlen,to recommend,,,,,,,,,,
die Aufnahme,"reception, recording, snapshot",,,,,,,,,,
beschränken,to restrict (bes~),,,,,,,,,,
verstärken,"to strengthen, reinforce (ver~)",,,,,,,,,,
die Kontrolle,"control, inspection (K~)",,,,,,,,,,
das Opfer,"sacrifice, victim",,,,,,,,,,
die Wahrheit,truth,,,,,,,,,,
der Urlaub,"holidays, vacation (U~)",,,,,,,,,,
einladen,to invite,,,,,,,,,,
einerseits,on one hand,,,,,,,,,,
glücklich,"happy, fortunate",,,,,,,,,,
vorsehen,"to plan, provide for (vor~)",,,,,,,,,,
das Gebäude,building,,,,,,,,,,
eröffnen,"to open, start (er~)",,,,,,,,,,
begreifen,"to understand, grasp",,,,,,,,,,
die Karte,"card, ticket, menu",,,,,,,,,,
in Bezug auf,"in relation to, with respect to",,,,,,,,,,
das Jahrzehnt,decade,,,,,,,,,,
die Prüfung,"examination, test (P~)",,,,,,,,,,
die Regelung,"regulation, settlement (R~)",,,,,,,,,,
sozusagen,so to speak (s~),,,,,,,,,,
offiziell,official (o~),,,,,,,,,,
beschließen,to decide (b~),,,,,,,,,,
der Gesellschafter,"associate, shareholder (G~)",,,,,,,,,,
der Bezug,"reference, cover",,,,,,,,,,
leiten,to lead (l~),,,,,,,,,,
die Ausstellung,exhibition,,,,,,,,,,
konzentrieren,to concentrate,,,,,,,,,,
streng,strict (not 'strikt'),,,,,,,,,,
der Norden,north,,,,,,,,,,
selbstverständlich,obvious (s~),,,,,,,,,,
die Hoffnung,hope,,,,,,,,,,
die Bitte,request (B~),,,,,,,,,,
abhängen,to depend (ab~),,,,,,,,,,
schätzen,"to estimate, value",,,,,,,,,,
prüfen,"to examine, check (p~)",,,,,,,,,,
das Schiff,ship,,,,,,,,,,
anlegen,"to put on, invest",,,,,,,,,,
sich unterhalten,"to amuse oneself, chat",,,,,,,,,,
sich bemühen,"to make an effort, strive (sich b~)",,,,,,,,,,
das Ohr,ear,,,,,,,,,,
ober,upper,,,,,,,,,,
komplex,complex,,,,,,,,,,
die Tat,"deed, act",,,,,,,,,,
schreien,"to cry out, scream",,,,,,,,,,
der Gewinn,"profit, gain",,,,,,,,,,
verpflichten,"to obligate, commit",,,,,,,,,,
das Band,"ribbon, tape",,,,,,,,,,
festlegen,"to set, determine, lay down (not 'festsetzen')",,,,,,,,,,
fein,fine,,,,,,,,,,
die Einstellung,"setting, attitude, employment",,,,,,,,,,
der Bericht,report (B~),,,,,,,,,,
brechen,to break,,,,,,,,,,
der Band,"volume, tome",,,,,,,,,,
definieren,to define,,,,,,,,,,
der König,king,,,,,,,,,,
der Mai,May,,,,,,,,,,
zurückkehren,"to return, turn back",,,,,,,,,,
orientieren,to orient,,,,,,,,,,
der Sieg,victory,,,,,,,,,,
in der Tat,indeed (in ~),,,,,,,,,,
weitergehen,"to go on, continue (w~)",,,,,,,,,,
beitragen,to contribute (b~),,,,,,,,,,
die Band,band (musical),,,,,,,,,,
das Gericht,1) court; 2) dish,,,,,,,,,,
dahin,"then, there (not 'dorthin')",,,,,,,,,,
insofern,"insofar, as far as that goes",,,,,,,,,,
der Bund,"association, alliance (Bu~)",,,,,,,,,,
der Traum,dream,,,,,,,,,,
tätig,active (t~),,,,,,,,,,
einnehmen,to take (up/in),,,,,,,,,,
bisherig,"so far, previous (b~)",,,,,,,,,,
die Vergangenheit,past,,,,,,,,,,
der Direktor,director,,,,,,,,,,
die Qualität,quality,,,,,,,,,,
ausländisch,foreign,,,,,,,,,,
der Besucher,visitor,,,,,,,,,,
der Abschnitt,"portion, section",,,,,,,,,,
die Union,union,,,,,,,,,,
erstmals,for the first time,,,,,,,,,,
die Geographie,geography,,,,,,,,,,
der Hintergrund,background,,,,,,,,,,
sinnvoll,"sensible, meaningful (s~)",,,,,,,,,,
ursprünglich,original (u~),,,,,,,,,,
der Rand,edge,,,,,,,,,,
der Amerikaner,American,,,,,,,,,,
ausschließlich,exclusive (aus~),,,,,,,,,,
laut,loud,,,,,,,,,,
übertragen,"to transfer, transmit (ü~)",,,,,,,,,,
in der Vergangenheit,in the past,,,,,,,,,,
präsentieren,to present (p~),,,,,,,,,,
hingegen,"whereas, on the other hand",,,,,,,,,,
der Verlust,loss,,,,,,,,,,
abgeben,"to give, hand in, submit (ab~)",,,,,,,,,,
sich vornehmen,to plan (sich vor~),,,,,,,,,,
mithilfe,with the aid,,,,,,,,,,
aufweisen,"to show, exhibit, contain (auf~)",,,,,,,,,,
unterwegs,on the way (u~),,,,,,,,,,
der Bauer,farmer,,,,,,,,,,
der Freitag,Friday,,,,,,,,,,
"derselbe, dieselbe, dasselbe","the same (one, ones)",,,,,,,,,,
die Ehe,marriage,,,,,,,,,,
der Winter,winter,,,,,,,,,,
geistig,"intellectual, mental (g~)",,,,,,,,,,
abnehmen,"to decrease, reduce, lose weight (ab~)",,,,,,,,,,
die Ursache,cause,,,,,,,,,,
der Zuschauer,"spectator, viewer",,,,,,,,,,
diesmal,this time,,,,,,,,,,
anschauen,"to look at, watch (not 'ansehen' or 'angucken')",,,,,,,,,,
die Anzahl,"quantity, number",,,,,,,,,,
jährlich,annual,,,,,,,,,,
verteilen,to distribute,,,,,,,,,,
füllen,to fill,,,,,,,,,,
böse,"bad, mad",,,,,,,,,,
bemerken,to notice (be~),,,,,,,,,,
"die Aktiengesellschaft, die AG",incorporated company (inc.),,,,,,,,,,
die Pflanze,plant,,,,,,,,,,
der Samstag,Saturday,,,,,,,,,,
die Störung,"disturbance, interruption",,,,,,,,,,
die Generation,generation,,,,,,,,,,
die Eigenschaft,"property, quality, feature (E~)",,,,,,,,,,
der Vorschlag,"suggestion, proposal",,,,,,,,,,
der Januar,January,,,,,,,,,,
messen,to measure,,,,,,,,,,
intensiv,intense,,,,,,,,,,
heiraten,to marry,,,,,,,,,,
"hereinkommen, reinkommen",to come in,,,,,,,,,,
der Vertreter,representative,,,,,,,,,,
"derjenige, diejenige, dasjenige","the one (who, that)",,,,,,,,,,
die Bildung,education,,,,,,,,,,
weitgehend,extensive (w~),,,,,,,,,,
erzielen,"to achieve, reach (erz~)",,,,,,,,,,
der Zentimeter,centimetre,,,,,,,,,,
die Nachricht,"news, message",,,,,,,,,,
nachdenken,"to think about, reflect (n~)",,,,,,,,,,
frisch,fresh,,,,,,,,,,
die Insel,island,,,,,,,,,,
das Instrument,instrument,,,,,,,,,,
verbessern,"to improve, correct",,,,,,,,,,
der Abstand,"distance, gap (A~)",,,,,,,,,,
der Leiter,leader (L~),,,,,,,,,,
der Geist,"ghost, mind, spirit",,,,,,,,,,
heftig,"heavy, violent",,,,,,,,,,
das Semester,semester,,,,,,,,,,
der Stand,"stand, stage",,,,,,,,,,
auslösen,"to set off, provoke, trigger",,,,,,,,,,
der Dezember,December,,,,,,,,,,
der Abschluss,"end, conclusion (Ab~)",,,,,,,,,,
sammeln,"to collect, gather",,,,,,,,,,
durchsetzen,"to carry through, enforce",,,,,,,,,,
gefährlich,dangerous,,,,,,,,,,
los,"rid of, going on",,,,,,,,,,
nachher,afterwards (n~),,,,,,,,,,
formulieren,to formulate,,,,,,,,,,
vollständig,complete (vo~),,,,,,,,,,
die Tradition,tradition,,,,,,,,,,
kämpfen,to fight (k~),,,,,,,,,,
das Interview,interview,,,,,,,,,,
außen,outside (not 'außerhalb'),,,,,,,,,,
militärisch,military,,,,,,,,,,
das Blatt,"sheet, leaf",,,,,,,,,,
solange,as long as,,,,,,,,,,
automatisch,automatic,,,,,,,,,,
der Donnerstag,Thursday,,,,,,,,,,
die Leiter,ladder,,,,,,,,,,
ersetzen,"to replace, reimburse (er~)",,,,,,,,,,
wieso,why (wi~),,,,,,,,,,
die Basis,basis,,,,,,,,,,
berühmt,famous,,,,,,,,,,
die Bühne,stage,,,,,,,,,,
ausmachen,"to put out, agree (aus~)",,,,,,,,,,
das Museum,museum,,,,,,,,,,
vorbei,"past, over",,,,,,,,,,
falls,"in case, if",,,,,,,,,,
offensichtlich,obvious (not 'offenbar'),,,,,,,,,,
das Element,element,,,,,,,,,,
drängen,"to push, insist (d~)",,,,,,,,,,
theoretisch,theoretical,,,,,,,,,,
die Mama,mamma,,,,,,,,,,
verbringen,to spend (time),,,,,,,,,,
warnen,to warn (w~),,,,,,,,,,
scharf,"sharp, spicy",,,,,,,,,,
auf der Bühne,on the stage,,,,,,,,,,
die Nutzung,use (N~),,,,,,,,,,
die Dame,lady,,,,,,,,,,
die Behörde,"department, authorities",,,,,,,,,,
die Kommunikation,communication (K~),,,,,,,,,,
die Anlage,"(sports) complex, investment, attachment",,,,,,,,,,
eindeutig,clear (e~),,,,,,,,,,
der Hof,"courtyard, yard",,,,,,,,,,
die Gelegenheit,opportunity,,,,,,,,,,
der Terror,terror,,,,,,,,,,
das Verständnis,understanding,,,,,,,,,,
anrufen,to call (an~),,,,,,,,,,
der Bürgermeister,mayor,,,,,,,,,,
erfassen,to grasp (er~),,,,,,,,,,
eins,one,,,,,,,,,,
die Ecke,corner,,,,,,,,,,
auseinander,apart,,,,,,,,,,
gestalten,"to shape, design (g~)",,,,,,,,,,
die Auseinandersetzung,"argument, quarrel (Aus~)",,,,,,,,,,
regeln,"to control, put in order (r~)",,,,,,,,,,
hinweisen,"to point out, refer to",,,,,,,,,,
zulassen,"to allow, admit (zu~)",,,,,,,,,,
am,the (+ superlative),,,,,,,,,,
binden,"to tie, bind (b~)",,,,,,,,,,
die Ansicht,"opinion, view (A~)",,,,,,,,,,
anziehen,"to attract, put on, dress",,,,,,,,,,
der Herbst,autumn,,,,,,,,,,
die Definition,definition,,,,,,,,,,
hallo,hello,,,,,,,,,,
das Kriterium,criterion,,,,,,,,,,
die Bahn,"train, railway, way",,,,,,,,,,
beenden,to end (be~),,,,,,,,,,
der Jude,Jew,,,,,,,,,,
die Zusammenarbeit,"cooperation, collaboration (Z~)",,,,,,,,,,
aufhören,to stop (auf~),,,,,,,,,,
die Masse,"mass, crowd",,,,,,,,,,
hell,"light, bright",,,,,,,,,,
die Veranstaltung,event (V~),,,,,,,,,,
die Nation,nation,,,,,,,,,,
britisch,British,,,,,,,,,,
still,"still, quiet",,,,,,,,,,
scheitern,"to fail, break down (s~)",,,,,,,,,,
teilnehmen,to take part,,,,,,,,,,
das Hobby,hobby,,,,,,,,,,
reduzieren,to reduce (r~),,,,,,,,,,
elf,eleven,,,,,,,,,,
der Bau,"construction, building (B~)",,,,,,,,,,
die Änderung,change (Ä~),,,,,,,,,,
äußern,"to express, voice, utter",,,,,,,,,,
hinten,at the back,,,,,,,,,,
die Ausnahme,exception,,,,,,,,,,
angehen,"to concern, go on",,,,,,,,,,
das Flugzeug,airplane,,,,,,,,,,
der Stein,"rock, stone (S~)",,,,,,,,,,
das Foto,photo,,,,,,,,,,
die Phase,phase,,,,,,,,,,
der Ton,"1) sound, tone; 2) clay",,,,,,,,,,
froh,"glad, happy",,,,,,,,,,
einführen,"to introduce, import (not 'einleiten')",,,,,,,,,,
italienisch,Italian,,,,,,,,,,
das Italienisch,Italian (language),,,,,,,,,,
die Landschaft,"landscape, countryside",,,,,,,,,,
gelangen,to reach (g~),,,,,,,,,,
der Konflikt,conflict,,,,,,,,,,
begleiten,to accompany,,,,,,,,,,
versichern,"to insure, assert",,,,,,,,,,
die Lust,desire,,,,,,,,,,
die Mehrheit,majority,,,,,,,,,,
kritisch,critical,,,,,,,,,,
die Leitung,"1) management, leadership; 2) pipe",,,,,,,,,,
der Kandidat,candidate,,,,,,,,,,
das BGB (Bürgerliches Gesetzbuch),civil code,,,,,,,,,,
der Franken,(Swiss) franc,,,,,,,,,,
links,on/to the left,,,,,,,,,,
der Kaffee,coffee,,,,,,,,,,
die Aktivität,activity (A~),,,,,,,,,,
das Fest,"festival, celebration (not 'Festival')",,,,,,,,,,
das Dach,roof,,,,,,,,,,
besetzen,"to occupy, fill",,,,,,,,,,
die Rechnung,"bill, calculation (R~)",,,,,,,,,,
das Schloss,1) lock; 2) castle,,,,,,,,,,
pflegen,"to care, cultivate",,,,,,,,,,
der Nachmittag,afternoon,,,,,,,,,,
begrenzen,"to limit, restrict (beg~)",,,,,,,,,,
riesig,enormous (r~),,,,,,,,,,
akzeptieren,to accept (ak~),,,,,,,,,,
produzieren,to produce (p~),,,,,,,,,,
reißen,to tear,,,,,,,,,,
erweisen,to prove (e~),,,,,,,,,,
die Mannschaft,"crew, team (M~)",,,,,,,,,,
der Stern,star,,,,,,,,,,
verweisen,to refer (ver~),,,,,,,,,,
die Runde,round,,,,,,,,,,
günstig,"favourable, good",,,,,,,,,,
fürchten,to fear (f~),,,,,,,,,,
der Laden,shop (L~),,,,,,,,,,
hauptsächlich,main (h~),,,,,,,,,,
der Experte,expert,,,,,,,,,,
rechts,on/to the right,,,,,,,,,,
springen,to jump,,,,,,,,,,
der Meister,master,,,,,,,,,,
möglicherweise,possibly (m~),,,,,,,,,,
bestellen,"to order, reserve",,,,,,,,,,
dreißig,thirty,,,,,,,,,,
die Mauer,wall (M~),,,,,,,,,,
die Gestalt,"shape, form, figure",,,,,,,,,,
dicht,"thick, dense",,,,,,,,,,
erweitern,"to widen, expand (er~)",,,,,,,,,,
reich,"rich, abundant",,,,,,,,,,
die Figur,figure,,,,,,,,,,
überprüfen,"to check, control (ü~)",,,,,,,,,,
ermitteln,"to find out, investigate (erm~)",,,,,,,,,,
mittler,"middle, average (m~)",,,,,,,,,,
starten,to start,,,,,,,,,,
gegenwärtig,present (g~),,,,,,,,,,
das Büro,office,,,,,,,,,,
nett,nice,,,,,,,,,,
der Frieden,peace,,,,,,,,,,
der Umgang,"dealings, contact",,,,,,,,,,
berechnen,"to calculate, charge (be~)",,,,,,,,,,
zerstören,to destroy (z~),,,,,,,,,,
zeitlich,in time,,,,,,,,,,
aufstellen,"to put up, draw up (auf~)",,,,,,,,,,
die Industrie,industry,,,,,,,,,,
kritisieren,to criticize,,,,,,,,,,
ansonsten,otherwise (a~),,,,,,,,,,
die Branche,"branch, sector, line of business",,,,,,,,,,
der Zugang,access (not Zugriff'),,,,,,,,,,
die Stellung,"position, standing (S~)",,,,,,,,,,
ablaufen,"to run out, expire (ab~)",,,,,,,,,,
der Vorgang,1) occurence; 2) process,,,,,,,,,,
niemals,never (long form),,,,,,,,,,
die Darstellung,"presentation, description (D~)",,,,,,,,,,
das Wachstum,growth,,,,,,,,,,
die Dauer,"length (of time), duration",,,,,,,,,,
üben,to practise,,,,,,,,,,
die Szene,scene,,,,,,,,,,
das Lager,1) camp; 2) storeroom,,,,,,,,,,
die Strecke,"distance, route",,,,,,,,,,
das Blut,blood,,,,,,,,,,
eintreten,"to enter, join, occur (ein~)",,,,,,,,,,
erwerben,"to acquire, purchase",,,,,,,,,,
der Schatten,"shadow, shade",,,,,,,,,,
die Lehre,"apprenticeship, lesson, doctrine",,,,,,,,,,
die Gewalt,"violence, force",,,,,,,,,,
der Rat,advice,,,,,,,,,,
die Institution,institution,,,,,,,,,,
zurückgehen,"to go back, decrease",,,,,,,,,,
ausdrücken,to express,,,,,,,,,,
anschließen,"to join, chain to, connect (an~)",,,,,,,,,,
die Spitze,"point, top, peak (S~)",,,,,,,,,,
der Konzern,(business) group,,,,,,,,,,
die Katze,cat,,,,,,,,,,
ergänzen,"to add, complete",,,,,,,,,,
online,online,,,,,,,,,,
das Pferd,horse,,,,,,,,,,
spezifisch,specific,,,,,,,,,,
der Fußball,"football, soccer",,,,,,,,,,
die Weltmeisterschaft,world championship,,,,,,,,,,
streichen,"to paint, cancel",,,,,,,,,,
schießen,to shoot,,,,,,,,,,
gemäß,in accordance with,,,,,,,,,,
die Konsequenz,consequence (K~),,,,,,,,,,
der Stuhl,chair,,,,,,,,,,
das Feuer,fire,,,,,,,,,,
westlich,"westerly, western",,,,,,,,,,
grau,grey,,,,,,,,,,
bedürfen,to require (bed~),,,,,,,,,,
der Ausländer,foreigner,,,,,,,,,,
gesund,healthy,,,,,,,,,,
die Aktion,"action, campaign (A~)",,,,,,,,,,
das Gymnasium,secondary school,,,,,,,,,,
der Verband,"association, bandage (V~)",,,,,,,,,,
entlang,along,,,,,,,,,,
der Juli,July,,,,,,,,,,
elektrisch,electric,,,,,,,,,,
das Tor,"gate, goal",,,,,,,,,,
freilich,of course (f~),,,,,,,,,,
behalten,to keep (be~),,,,,,,,,,
die Nase,nose,,,,,,,,,,
die Ausgabe,"distribution, edition, expenses",,,,,,,,,,
der Anlass,"occasion, cause",,,,,,,,,,
der Süden,south,,,,,,,,,,
die Aktie,share (finance),,,,,,,,,,
der Trainer,"trainer, coach",,,,,,,,,,
freundlich,friendly,,,,,,,,,,
das Telefon,telephone,,,,,,,,,,
die Führung,"management, command, leadership",,,,,,,,,,
belegen,"to register, prove, cover (b~)",,,,,,,,,,
der Club,club,,,,,,,,,,
der Nachbar,neighbour,,,,,,,,,,
hören,to hear,,,,,,,,,,
egal,(it's all) the same,,,,,,,,,,
die Medizin,medicine (M~),,,,,,,,,,
gegen den Terrorismus,against terrorism,,,,,,,,,,
total,"total, complete",,,,,,,,,,
der Terrorismus,terrorism,,,,,,,,,,
die Software,software,,,,,,,,,,
umgehen,"1) to treat, handle; 2) to avoid, circumvent",,,,,,,,,,
extrem,extreme,,,,,,,,,,
die Stufe,"step, level",,,,,,,,,,
das Bundesland,"federal state, province",,,,,,,,,,
der Fluss,river,,,,,,,,,,
chemisch,chemical,,,,,,,,,,
"herauskommen, rauskommen",to come out (h~),,,,,,,,,,
die Geschwindigkeit,speed,,,,,,,,,,
lauten,"to sound, be (answer) (l~)",,,,,,,,,,
das Gut,"estate, good(s)",,,,,,,,,,
stürzen,"to fall, stumble (s~)",,,,,,,,,,
absehen,"to foresee, be in sight",,,,,,,,,,
betreten,"to enter, walk into, onto (be~)",,,,,,,,,,
der Zweifel,doubt (Z~),,,,,,,,,,
überleben,to survive,,,,,,,,,,
auffallen,"to stand out, notice (auf~)",,,,,,,,,,
verlaufen,"to proceed, get lost (ver~)",,,,,,,,,,
stolz,proud,,,,,,,,,,
der Effekt,effect (E~),,,,,,,,,,
die Messe,"(trade) fair, mass",,,,,,,,,,
ohnehin,anyway (o~),,,,,,,,,,
äußerst,extremely,,,,,,,,,,
vermuten,"to assume, suspect (ver~)",,,,,,,,,,
das Bad,"bath, bathroom, spa",,,,,,,,,,
beweisen,to prove (b~),,,,,,,,,,
die Belastung,"load, strain (B~)",,,,,,,,,,
zukommen,"to come forward, be in store",,,,,,,,,,
einst,"once, at one time, one day",,,,,,,,,,
elektronisch,electronic,,,,,,,,,,
abgesehen von,apart from (ab~),,,,,,,,,,
unbekannt,unknown,,,,,,,,,,
die Vorschrift,"instruction, regulation (V~)",,,,,,,,,,
der Umfang,"circumference, size, extent",,,,,,,,,,
der Bus,bus,,,,,,,,,,
ausüben,"to practise, excercise, exert",,,,,,,,,,
die Anforderung,"request, demand (Anf~)",,,,,,,,,,
realisieren,"to realize, bring about",,,,,,,,,,
erzeugen,"to produce, generate",,,,,,,,,,
brennen,to burn (b~),,,,,,,,,,
biologisch,biological,,,,,,,,,,
abhängig,dependent (ab~),,,,,,,,,,
endgültig,final (e~),,,,,,,,,,
künstlerisch,artistic,,,,,,,,,,
sichtbar,visible,,,,,,,,,,
verbergen,"to hide, conceal (not 'verstecken')",,,,,,,,,,
sobald,as soon as,,,,,,,,,,
die Kommission,"commission, committee (K~)",,,,,,,,,,
das Fahrrad,bicycle,,,,,,,,,,
der Mangel,"lack, shortage, defect",,,,,,,,,,
landen,to land,,,,,,,,,,
allzu,all too,,,,,,,,,,
der Richter,judge,,,,,,,,,,
begegnen,"to meet, come across (be~)",,,,,,,,,,
der Anbieter,supplier,,,,,,,,,,
Wiener,Viennese,,,,,,,,,,
tausend,thousand,,,,,,,,,,
der Terrorist,terrorist,,,,,,,,,,
verbreiten,to spread,,,,,,,,,,
das Urteil,"sentence, judgment (U~)",,,,,,,,,,
retten,"to save, rescue (r~)",,,,,,,,,,
das Krankenhaus,hospital,,,,,,,,,,
senken,"to sink, lower, decrease",,,,,,,,,,
der Schmerz,"pain, aching",,,,,,,,,,
umgekehrt,"reversed, contrary, the other way around",,,,,,,,,,
die Schuld,"guilt, debt",,,,,,,,,,
fünfzig,fifty,,,,,,,,,,
die Jugend,youth,,,,,,,,,,
das Fleisch,"meat, flesh",,,,,,,,,,
der Juni,June,,,,,,,,,,
schuld sein,to be guilty,,,,,,,,,,
packen,"to pack, grab (p~)",,,,,,,,,,
die Stimmung,"mood, atmosphere (S~)",,,,,,,,,,
der Wein,wine,,,,,,,,,,
selbstständig,"independent, self-employed (s~)",,,,,,,,,,
die Welle,wave,,,,,,,,,,
schütteln,to shake,,,,,,,,,,
doppelt,double,,,,,,,,,,
schenken,to give (as a present),,,,,,,,,,
die Tasche,"pocket, bag",,,,,,,,,,
die Decke,1) ceiling; 2) blanket,,,,,,,,,,
erfordern,"to require, demand (e~)",,,,,,,,,,
jüdisch,Jewish,,,,,,,,,,
erschrecken,"to frighten, be startled",,,,,,,,,,
der Fisch,fish,,,,,,,,,,
der Wettbewerb,competition (W~),,,,,,,,,,
sämtlich,all (of),,,,,,,,,,
die Tante,aunt,,,,,,,,,,
vermutlich,probable (v~),,,,,,,,,,
die Temperatur,temperature,,,,,,,,,,
zweimal,twice,,,,,,,,,,
unterrichten,to teach (u~),,,,,,,,,,
arbeitslos,unemployed,,,,,,,,,,
der Leser,reader,,,,,,,,,,
die Auswirkung,effect (Aus~),,,,,,,,,,
das Bedürfnis,need (not 'Bedarf'),,,,,,,,,,
das Wetter,weather,,,,,,,,,,
die Ware,goods (W~),,,,,,,,,,
beurteilen,"to assess, judge (beu~)",,,,,,,,,,
erleichtern,"to relieve, make easier",,,,,,,,,,
religiös,religious,,,,,,,,,,
schriftlich,written,,,,,,,,,,
mächtig,powerful,,,,,,,,,,
zurückziehen,"to pull back, withdraw",,,,,,,,,,
die Alternative,alternative,,,,,,,,,,
anerkennen,"to recognize, accept (a~)",,,,,,,,,,
die Haltung,"posture, attitude",,,,,,,,,,
ökonomisch,economic (ö~),,,,,,,,,,
die Waffe,weapon,,,,,,,,,,
genießen,"to enjoy, relish",,,,,,,,,,
rechtlich,legal (r~),,,,,,,,,,
wahrnehmen,"to perceive, detect",,,,,,,,,,
die Ahnung,"suspicion, idea (A~)",,,,,,,,,,
angeblich,alleged,,,,,,,,,,
die Quelle,"source, spring",,,,,,,,,,
belasten,"to load, burden (b~)",,,,,,,,,,
der Manager,manager,,,,,,,,,,
nachweisen,to prove (n~),,,,,,,,,,
das Loch,hole,,,,,,,,,,
kräftig,strong (k~),,,,,,,,,,
das Kleid,dress,,,,,,,,,,
anhand,"on the basis of, with the aid of",,,,,,,,,,
fließen,to flow,,,,,,,,,,
damalig,at that time,,,,,,,,,,
der Regen,rain,,,,,,,,,,
der Spieler,player,,,,,,,,,,
die Brust,breast,,,,,,,,,,
billig,cheap,,,,,,,,,,
die Religion,religion,,,,,,,,,,
kontrollieren,"to check, control (k~)",,,,,,,,,,
die Länge,length,,,,,,,,,,
die Koalition,coalition,,,,,,,,,,
daneben,"beside it, next to it",,,,,,,,,,
geographisch,geographic,,,,,,,,,,
die Einführung,introduction (E~),,,,,,,,,,
die Förderung,"support, sponsorship (F~)",,,,,,,,,,
die Fahrt,"drive, trip",,,,,,,,,,
bunt,colourful,,,,,,,,,,
wild,wild,,,,,,,,,,
dringend,urgent,,,,,,,,,,
der Wissenschaftler,"scholar, scientist",,,,,,,,,,
woher,"from where, how",,,,,,,,,,
der Vorwurf,"reproach, accusation",,,,,,,,,,
der April,April,,,,,,,,,,
verursachen,to cause (ver~),,,,,,,,,,
das Bier,beer,,,,,,,,,,
die Summe,sum,,,,,,,,,,
der Tourist,tourist,,,,,,,,,,
die Bundesregierung,federal government,,,,,,,,,,
die Verwendung,use (V~),,,,,,,,,,
der Strom,"stream, current, electricity",,,,,,,,,,
der Test,test,,,,,,,,,,die Teste
zurück,back,,,,,,,,,,
aussprechen,to pronounce,,,,,,,,,,
bedienen,"to serve, operate (b~)",,,,,,,,,,
vorschlagen,to suggest,,,,,,,,,,
unterbrechen,to interrupt,,,,,,,,,,
vertrauen,to trust,,,,,,,,,,
das Vertrauen,"trust, faith (V~)",,,,,,,,,,
beherrschen,"to control, have mastered",,,,,,,,,,
der Umsatz,"turnover, sales",,,,,,,,,,
der Termin,"appointment, date (T~)",,,,,,,,,,
die Realität,reality (R~),,,,,,,,,,
das Leid,"sorrow, grief (L~)",,,,,,,,,,
die Landwirtschaft,agriculture,,,,,,,,,,
die Krise,crisis,,,,,,,,,,
die Pause,"pause, break",,,,,,,,,,
das Phänomen,phenomenon (P~),,,,,,,,,,
leid sein,be tired (of),,,,,,,,,,
leuchten,"to shine, glow (l~)",,,,,,,,,,
die Suche,search,,,,,,,,,,
regional,regional,,,,,,,,,,
das Parlament,parliament,,,,,,,,,,
freiwillig,voluntary,,,,,,,,,,
die Perspektive,"perspective, prospects",,,,,,,,,,
mitnehmen,to take (along),,,,,,,,,,
das Merkmal,feature (M~),,,,,,,,,,
der März,March,,,,,,,,,,
das Lied,song,,,,,,,,,,
rücken,to move (r~),,,,,,,,,,
das Konzert,concert,,,,,,,,,,
heilig,holy,,,,,,,,,,
ideal,ideal,,,,,,,,,,
mitten,in the middle (m~),,,,,,,,,,
mittels,by means of,,,,,,,,,,
einschränken,"to restrict, reduce (ein~)",,,,,,,,,,
Leid tun,to be sorry,,,,,,,,,,
die Botschaft,message,,,,,,,,,,
davor,before it,,,,,,,,,,
das Brot,bread,,,,,,,,,,
verabschieden,"to say goodbye, pass",,,,,,,,,,
ausrichten,"to tell, align, line up (aus~)",,,,,,,,,,
zusammenfassen,to summarise,,,,,,,,,,
drüben,(over) there,,,,,,,,,,
angenehm,pleasant,,,,,,,,,,
töten,to kill (t~),,,,,,,,,,
der Fortschritt,progress,,,,,,,,,,
die Formel,formula,,,,,,,,,,
